省,市,县,县代码,basin_area,OOIP,G_DSA,G_EOR,G_DSA_low,G_DSA_high,G_EOR_low,G_EOR_high
安徽省,马鞍山市,和县,340523.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,马鞍山市,花山区,340503.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,马鞍山市,雨山区,340504.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,宿州市,砀山县,341321.0,1201.2731277953865,,33.35139184483395,0.0,22.183859334938305,48.38245354711776,0.0,0.0
安徽省,宿州市,灵璧县,341323.0,1316.1526874366605,,36.54083571060126,0.0,24.30533523627534,53.00934049668083,0.0,0.0
安徽省,宿州市,泗县,341324.0,1013.792432039031,,28.146295682408727,0.0,18.721661366431206,40.83148462628611,0.0,0.0
安徽省,宿州市,萧县,341322.0,1806.463385064594,,50.15351364697847,0.0,33.35988186261611,72.75708478791836,0.0,0.0
安徽省,宿州市,埇桥区,341302.0,1731.4061175207457,,48.069670861573385,0.0,31.97380252168111,69.73407971414436,0.0,0.0
安徽省,铜陵市,枞阳县,340722.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,铜陵市,郊区,340711.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,铜陵市,铜官区,340705.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,铜陵市,义安区,340706.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,芜湖市,繁昌区,340211.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,芜湖市,镜湖区,340202.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,芜湖市,鸠江区,340207.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,芜湖市,南陵县,340223.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,芜湖市,湾沚区,340210.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,芜湖市,无为市,340281.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,芜湖市,弋江区,340209.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,宣城市,广德市,341882.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,宣城市,绩溪县,341824.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,宣城市,泾县,341823.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,宣城市,旌德县,341825.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,宣城市,郎溪县,341821.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,宣城市,宁国市,341881.0,,,0.0,0.0,0.0,0.0,0.0,0.0
安徽省,宣城市,宣州区,341802.0,,,0.0,0.0,0.0,0.0,0.0,0.0
澳门特别行政区,澳门特别行政区,大堂区,820004.0,,,0.0,0.0,0.0,0.0,0.0,0.0
澳门特别行政区,澳门特别行政区,风顺堂区,820005.0,,,0.0,0.0,0.0,0.0,0.0,0.0
澳门特别行政区,澳门特别行政区,花地玛堂区,820001.0,,,0.0,0.0,0.0,0.0,0.0,0.0
澳门特别行政区,澳门特别行政区,花王堂区,820002.0,,,0.0,0.0,0.0,0.0,0.0,0.0
澳门特别行政区,澳门特别行政区,嘉模堂区,820006.0,,,0.0,0.0,0.0,0.0,0.0,0.0
澳门特别行政区,澳门特别行政区,路凼填海区,820007.0,,,0.0,0.0,0.0,0.0,0.0,0.0
澳门特别行政区,澳门特别行政区,圣方济各堂区,820008.0,,,0.0,0.0,0.0,0.0,0.0,0.0
澳门特别行政区,澳门特别行政区,望德堂区,820003.0,,,0.0,0.0,0.0,0.0,0.0,0.0
北京市,北京市,昌平区,110114.0,589.0788288834245,,16.354814234164234,0.0,10.878493470608932,23.725727658912074,0.0,0.0
北京市,北京市,朝阳区,110105.0,459.66236380361863,,12.761776865575849,0.0,8.488565159947195,18.513352583605787,0.0,0.0
北京市,北京市,大兴区,110115.0,1035.6319853304979,,28.752635308832062,0.0,19.12497146048528,41.71109405745136,0.0,0.0
北京市,北京市,东城区,110101.0,42.08144988660403,,1.1683229168229,0.0,0.7771163304118193,1.6948716717492218,0.0,0.0
北京市,北京市,房山区,110111.0,585.5044072837669,,16.255576240213934,0.0,10.812484780215522,23.581764322846585,0.0,0.0
北京市,北京市,丰台区,110106.0,226.70848789308664,,6.294191919658093,0.0,4.186615923629848,9.130906727560529,0.0,0.0
北京市,北京市,海淀区,110108.0,79.12967806633145,,2.1969066307086322,0.0,1.461284371410203,3.18702540218212,0.0,0.0
北京市,北京市,怀柔区,110116.0,154.20052142688277,,4.281126326553154,0.0,2.8476144163700696,6.210577255290323,0.0,0.0
北京市,北京市,门头沟区,110109.0,,,0.0,0.0,0.0,0.0,0.0,0.0
北京市,北京市,密云区,110118.0,92.57039594386397,,2.5700662712910574,0.0,1.7094935320554405,3.7283634986590415,0.0,0.0
北京市,北京市,平谷区,110117.0,76.54225005177676,,2.1250709061036175,0.0,1.413502449226111,3.0828142008956574,0.0,0.0
北京市,北京市,石景山区,110107.0,13.838426997456649,,0.3842013865367331,0.0,0.2555536379072992,0.5573562213935325,0.0,0.0
北京市,北京市,顺义区,110113.0,861.5673067296594,,23.920013011673287,0.0,15.91052650544924,34.7004683872886,0.0,0.0
北京市,北京市,通州区,110112.0,906.3075902618148,,25.1621541141454,0.0,16.736743402770568,36.50242719215424,0.0,0.0
北京市,北京市,西城区,110102.0,50.61647535931135,,1.4052839978289393,0.0,0.9347322797955676,2.0386281946430445,0.0,0.0
北京市,北京市,延庆区,110119.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,福州市,仓山区,350104.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,福州市,福清市,350181.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,福州市,鼓楼区,350102.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,福州市,晋安区,350111.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,福州市,连江县,350122.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,福州市,罗源县,350123.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,福州市,马尾区,350105.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,福州市,闽侯县,350121.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,福州市,闽清县,350124.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,福州市,平潭县,350128.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,福州市,台江区,350103.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,福州市,永泰县,350125.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,福州市,长乐区,350112.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,龙岩市,连城县,350825.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,龙岩市,上杭县,350823.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,龙岩市,武平县,350824.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,龙岩市,新罗区,350802.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,龙岩市,永定区,350803.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,龙岩市,漳平市,350881.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,龙岩市,长汀县,350821.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,南平市,光泽县,350723.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,南平市,建瓯市,350783.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,南平市,建阳区,350703.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,南平市,浦城县,350722.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,南平市,邵武市,350781.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,南平市,顺昌县,350721.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,南平市,松溪县,350724.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,南平市,武夷山市,350782.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,南平市,延平区,350702.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,南平市,政和县,350725.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,宁德市,福安市,350981.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,宁德市,福鼎市,350982.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,宁德市,古田县,350922.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,宁德市,蕉城区,350902.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,宁德市,屏南县,350923.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,宁德市,寿宁县,350924.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,宁德市,霞浦县,350921.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,宁德市,柘荣县,350926.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,宁德市,周宁县,350925.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,莆田市,城厢区,350302.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,莆田市,涵江区,350303.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,莆田市,荔城区,350304.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,莆田市,仙游县,350322.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,莆田市,秀屿区,350305.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,泉州市,安溪县,350524.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,泉州市,德化县,350526.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,泉州市,丰泽区,350503.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,泉州市,惠安县,350521.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,泉州市,金门县,350527.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,泉州市,晋江市,350582.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,泉州市,鲤城区,350502.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,泉州市,洛江区,350504.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,泉州市,南安市,350583.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,泉州市,泉港区,350505.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,泉州市,石狮市,350581.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,泉州市,永春县,350525.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,三明市,大田县,350425.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,三明市,建宁县,350430.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,三明市,将乐县,350428.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,三明市,明溪县,350421.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,三明市,宁化县,350424.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,三明市,清流县,350423.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,三明市,三元区,350403.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,三明市,沙县区,350427.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,三明市,泰宁县,350429.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,三明市,永安市,350481.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,三明市,尤溪县,350426.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,厦门市,海沧区,350205.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,厦门市,湖里区,350206.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,厦门市,集美区,350211.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,厦门市,思明区,350203.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,厦门市,同安区,350212.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,厦门市,翔安区,350213.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,漳州市,东山县,350626.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,漳州市,华安县,350629.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,漳州市,龙海区,350681.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,漳州市,龙文区,350603.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,漳州市,南靖县,350627.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,漳州市,平和县,350628.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,漳州市,芗城区,350602.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,漳州市,云霄县,350622.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,漳州市,漳浦县,350623.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,漳州市,长泰区,350625.0,,,0.0,0.0,0.0,0.0,0.0,0.0
福建省,漳州市,诏安县,350624.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,白银市,白银区,620402.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,白银市,会宁县,620422.0,4322.371834622828,,120.00361401585776,0.0,79.82105530700301,174.08776544082477,0.0,0.0
甘肃省,白银市,景泰县,620423.0,197.67628813664902,,5.488160179006879,0.0,3.6504795357605744,7.961606404773535,0.0,0.0
甘肃省,白银市,靖远县,620421.0,1227.8045410988868,,34.08799332272283,0.0,22.673813806626292,49.451032242498876,0.0,0.0
甘肃省,白银市,平川区,620403.0,913.4535012516016,,25.36054869402422,0.0,16.868706634569772,36.790235766670264,0.0,0.0
甘肃省,定西市,安定区,621102.0,87.92663763013815,,2.44113988513439,0.0,1.6237374464213574,3.541331577525323,0.0,0.0
甘肃省,定西市,临洮县,621124.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,定西市,陇西县,621122.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,定西市,岷县,621126.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,定西市,通渭县,621121.0,108.07238039881963,,3.0004536211509416,0.0,1.9957680141894587,4.352721128431798,0.0,0.0
甘肃省,定西市,渭源县,621123.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,定西市,漳县,621125.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,甘南藏族自治州,迭部县,623024.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,甘南藏族自治州,合作市,623001.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,甘南藏族自治州,临潭县,623021.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,甘南藏族自治州,碌曲县,623026.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,甘南藏族自治州,玛曲县,623025.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,甘南藏族自治州,夏河县,623027.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,甘南藏族自治州,舟曲县,623023.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,甘南藏族自治州,卓尼县,623022.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,嘉峪关市,嘉峪关市,620200.0,1226.181495693385,,34.04293211054022,0.0,22.64384109672646,49.38566249675198,0.0,0.0
甘肃省,金昌市,金川区,620302.0,1242.3114210407502,,34.490753216532305,0.0,22.941711736391646,50.035311061911855,0.0,0.0
甘肃省,金昌市,永昌县,620321.0,1425.4700899532427,,39.57585534304822,0.0,26.324095020521305,57.41220611214393,0.0,0.0
甘肃省,酒泉市,阿克塞哈萨克族自治县,620924.0,305.9372277760005,,8.49384884035928,0.0,5.649729665358656,12.32192194157494,0.0,0.0
甘肃省,酒泉市,敦煌市,620982.0,6859.407511335826,,190.4402774361611,0.0,126.67238434922525,276.2693658910222,0.0,0.0
甘肃省,酒泉市,瓜州县,620922.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,酒泉市,金塔县,620921.0,5178.316557130186,,143.76752513426496,0.0,95.627749790741,208.56177873338441,0.0,0.0
甘肃省,酒泉市,肃北蒙古族自治县,620923.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,酒泉市,肃州区,620902.0,2531.766614936027,,70.29037650193955,0.0,46.754025504348284,101.96938381872322,0.0,0.0
甘肃省,酒泉市,玉门市,620981.0,6489.86955445573,96.6,180.18065794057983,55.83378169824779,119.84814274699,261.385862199018,24.552234366501967,95.2668233759506
甘肃省,兰州市,安宁区,620105.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,兰州市,城关区,620102.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,兰州市,皋兰县,620122.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,兰州市,红古区,620111.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,兰州市,七里河区,620103.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,兰州市,西固区,620104.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,兰州市,永登县,620121.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,兰州市,榆中县,620123.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,临夏回族自治州,东乡族自治县,622926.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,临夏回族自治州,广河县,622924.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,临夏回族自治州,和政县,622925.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,临夏回族自治州,积石山保安族东乡族撒拉族自治县,622927.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,临夏回族自治州,康乐县,622922.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,临夏回族自治州,临夏市,622901.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,临夏回族自治州,临夏县,622921.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,临夏回族自治州,永靖县,622923.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,陇南市,成县,621221.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,陇南市,宕昌县,621223.0,,,0.0,0.0,0.0,0.0,0.0,0.0
甘肃省,陇南市,徽县,621227.0,,,0.0,0.0,0.0,0.0,0.0,0.0
