,cum_CO2_2050_POP,cum_CO2_2050_GDP,cum_CO2_2050_combined,weighted_distance_2050_POP,weighted_distance_2050_GDP,weighted_distance_2050_combined,stored_CO2_2050_POP,stored_CO2_2050_GDP,stored_CO2_2050_combined
1419,0.0,0.0,0.0,,,,0.0,0.0,0.0
1420,0.0,0.0,0.0,,,,0.0,0.0,0.0
1421,0.0,0.0,0.0,,,,0.0,0.0,0.0
1422,0.0,0.0,0.0,,,,0.0,0.0,0.0
1423,0.0,0.0,0.0,,,,0.0,0.0,0.0
1424,0.0,0.0,0.0,,,,0.0,0.0,0.0
1425,0.0,0.0,0.0,,,,0.0,0.0,0.0
1426,0.0,0.0,0.0,,,,0.0,0.0,0.0
1427,0.0,0.0,0.0,,,,0.0,0.0,0.0
1428,0.0,0.0,0.0,,,,0.0,0.0,0.0
1429,0.0,0.0,0.0,,,,0.0,0.0,0.0
1430,0.0,0.0,0.0,,,,0.0,0.0,0.0
1431,0.0,0.0,0.0,,,,0.0,0.0,0.0
1432,0.0,0.0,0.0,,,,0.0,0.0,0.0
1433,0.0,0.0,0.0,,,,0.0,0.0,0.0
1434,0.0,0.0,0.0,,,,0.0,0.0,0.0
1435,0.0,0.0,0.0,,,,0.0,0.0,0.0
1436,0.0,0.0,0.0,,,,0.0,0.0,0.0
1437,0.0,0.0,0.0,,,,0.0,0.0,0.0
1438,0.0,0.0,0.0,,,,0.0,0.0,0.0
1439,182.2,194.4,190.3,318.52489571899014,261.53414609053505,274.5205675249606,182.2,194.4,190.3
1440,0.0,0.0,0.0,,,,0.0,0.0,0.0
1441,0.0,0.0,0.0,,,,0.0,0.0,0.0
1442,62.8,60.9,50.7,90.61036624203825,123.613776683087,96.99731755424061,62.8,60.900000000000006,50.7
1443,0.0,0.0,0.0,,,,0.0,0.0,0.0
1444,0.0,0.0,0.0,,,,0.0,0.0,0.0
1445,0.0,0.0,0.0,,,,0.0,0.0,0.0
1446,0.0,0.0,0.0,,,,0.0,0.0,0.0
1447,71.2,71.0,69.9,95.73889044943819,49.755225352112674,51.34846924177397,71.2,71.0,69.9
1448,0.0,0.0,0.0,,,,0.0,0.0,0.0
1449,0.0,0.0,0.0,,,,0.0,0.0,0.0
1450,0.0,0.0,0.0,,,,0.0,0.0,0.0
1451,0.0,0.0,0.0,,,,0.0,0.0,0.0
1452,32.2,36.0,38.0,0.0,37.86066666666666,139.08,32.2,36.0,38.0
1453,0.0,0.0,0.0,,,,0.0,0.0,0.0
1454,0.0,0.0,0.0,,,,0.0,0.0,0.0
1455,0.0,0.0,0.0,,,,0.0,0.0,0.0
1456,0.0,0.0,0.0,,,,0.0,0.0,0.0
1457,0.0,0.0,0.0,,,,0.0,0.0,0.0
1458,0.0,0.0,0.0,,,,0.0,0.0,0.0
1459,0.0,0.0,0.0,,,,0.0,0.0,0.0
1460,0.0,0.0,0.0,,,,0.0,0.0,0.0
1461,0.0,0.0,0.0,,,,0.0,0.0,0.0
1462,0.0,0.0,0.0,,,,0.0,0.0,0.0
1463,0.0,0.0,0.0,,,,0.0,0.0,0.0
1464,0.0,0.0,0.0,,,,0.0,0.0,0.0
1465,163.4,164.7,167.6,181.073488372093,184.48443230115356,190.72529832935552,163.40000000000003,164.7,167.6
1466,0.0,0.0,0.0,,,,0.0,0.0,0.0
1467,0.0,0.0,0.0,,,,0.0,0.0,0.0
1468,62.4,76.7,76.7,265.0153205128205,184.6044328552803,267.8919947848761,62.4,76.7,76.70000000000002
1469,0.0,0.0,0.0,,,,0.0,0.0,0.0
1470,0.0,0.0,0.0,,,,0.0,0.0,0.0
1471,0.0,0.0,0.0,,,,0.0,0.0,0.0
1472,0.0,0.0,0.0,,,,0.0,0.0,0.0
1473,0.0,0.0,0.0,,,,0.0,0.0,0.0
1474,0.0,0.0,0.0,,,,0.0,0.0,0.0
1475,0.0,0.0,0.0,,,,0.0,0.0,0.0
1476,0.0,0.0,0.0,,,,0.0,0.0,0.0
1477,0.0,0.0,0.0,,,,0.0,0.0,0.0
1478,36.0,26.2,32.6,885.1326111111113,709.8295419847328,830.8954601226993,36.0,26.2,32.6
1479,0.0,0.0,0.0,,,,0.0,0.0,0.0
1480,0.0,0.0,0.0,,,,0.0,0.0,0.0
1481,0.0,0.0,0.0,,,,0.0,0.0,0.0
1482,0.0,0.0,0.0,,,,0.0,0.0,0.0
1483,0.0,0.0,0.0,,,,0.0,0.0,0.0
1484,0.0,0.0,0.0,,,,0.0,0.0,0.0
1485,0.0,0.0,0.0,,,,0.0,0.0,0.0
1486,0.0,0.0,0.0,,,,0.0,0.0,0.0
1487,27.6,31.2,15.0,942.4671014492754,958.7933333333333,979.2100000000002,27.6,31.2,15.0
1488,0.0,0.0,0.0,,,,0.0,0.0,0.0
1489,0.0,0.0,0.0,,,,0.0,0.0,0.0
1490,0.0,0.0,0.0,,,,0.0,0.0,0.0
1491,0.0,0.0,0.0,,,,0.0,0.0,0.0
1492,0.0,0.0,0.0,,,,0.0,0.0,0.0
1493,0.0,0.0,0.0,,,,0.0,0.0,0.0
1494,0.0,0.0,0.0,,,,0.0,0.0,0.0
1495,37.8,21.3,31.5,980.3637830687833,994.0429577464789,974.1700000000001,37.8,21.3,31.5
1496,26.4,7.8,13.6,858.0922727272728,829.1,819.6,26.4,7.8,13.6
1497,0.0,0.0,0.0,,,,0.0,0.0,0.0
1498,36.1,31.0,34.7,849.9726869806094,867.28,855.8676945244955,36.1,31.0,34.7
1499,0.0,0.0,0.0,,,,0.0,0.0,0.0
1500,17.8,7.1,15.6,626.79,626.79,626.79,17.8,7.1,15.6
1501,0.0,0.0,0.0,,,,0.0,0.0,0.0
1502,0.0,0.0,0.0,,,,0.0,0.0,0.0
1503,0.0,0.0,0.0,,,,0.0,0.0,0.0
1504,0.0,0.0,0.0,,,,0.0,0.0,0.0
1505,0.0,0.0,0.0,,,,0.0,0.0,0.0
1506,0.0,0.0,0.0,,,,0.0,0.0,0.0
1507,18.8,10.0,14.4,731.98,838.1644999999996,748.318125,18.8,10.0,14.4
1508,0.0,0.0,0.0,,,,0.0,0.0,0.0
1509,0.0,0.0,0.0,,,,0.0,0.0,0.0
1510,0.0,0.0,0.0,,,,0.0,0.0,0.0
1511,22.1,9.3,13.8,761.68,619.13,736.48,22.1,9.3,13.8
1512,0.0,0.0,0.0,,,,0.0,0.0,0.0
1513,0.0,0.0,0.0,,,,0.0,0.0,0.0
1514,0.0,0.0,0.0,,,,0.0,0.0,0.0
1515,36.5,26.6,33.5,678.2953424657534,729.842857142857,734.4,36.5,26.6,33.5
1516,0.0,0.0,0.0,,,,0.0,0.0,0.0
1517,20.6,20.5,19.4,327.16,479.98,479.98,20.6,20.5,19.4
1518,0.0,0.0,0.0,,,,0.0,0.0,0.0
1519,0.0,0.0,0.0,,,,0.0,0.0,0.0
1520,43.6,47.2,47.0,549.4632110091742,481.3045974576271,592.381170212766,43.6,47.2,47.0
1521,0.0,0.0,0.0,,,,0.0,0.0,0.0
1522,0.0,0.0,0.0,,,,0.0,0.0,0.0
1523,0.0,0.0,0.0,,,,0.0,0.0,0.0
1524,25.6,6.5,20.3,484.00000000000006,484.0,484.0,25.6,6.5,20.3
1525,12.3,20.8,22.6,522.08,347.16,347.93398230088496,12.3,20.8,22.6
1526,0.0,0.0,0.0,,,,0.0,0.0,0.0
1527,0.0,0.0,0.0,,,,0.0,0.0,0.0
1528,0.0,0.0,0.0,,,,0.0,0.0,0.0
1529,0.0,0.0,0.0,,,,0.0,0.0,0.0
1530,0.0,0.0,0.0,,,,0.0,0.0,0.0
1531,0.0,0.0,0.0,,,,0.0,0.0,0.0
1532,0.0,0.0,0.0,,,,0.0,0.0,0.0
1533,0.0,0.0,0.0,,,,0.0,0.0,0.0
1534,0.0,0.0,0.0,,,,0.0,0.0,0.0
1535,0.0,0.0,0.0,,,,0.0,0.0,0.0
1536,0.0,0.0,0.0,,,,0.0,0.0,0.0
1537,0.0,0.0,0.0,,,,0.0,0.0,0.0
1538,0.0,0.0,0.0,,,,0.0,0.0,0.0
1539,0.0,0.0,0.0,,,,0.0,0.0,0.0
1540,11.8,2.9,5.8,755.66,597.31,684.16,11.8,2.9,5.8
1541,2.1,1.7,2.3,478.02,792.62,865.94,2.1,1.7,2.3
1542,45.8,50.0,43.4,742.1490829694322,577.56,741.54,45.8,50.0,43.4
1543,0.0,0.0,0.0,,,,0.0,0.0,0.0
1544,0.0,0.0,0.0,,,,0.0,0.0,0.0
1545,0.0,0.0,0.0,,,,0.0,0.0,0.0
1546,0.0,0.0,0.0,,,,0.0,0.0,0.0
1547,0.0,0.0,0.0,,,,0.0,0.0,0.0
1548,0.0,0.0,0.0,,,,0.0,0.0,0.0
1549,0.0,0.0,0.0,,,,0.0,0.0,0.0
1550,28.1,13.7,22.1,573.08,573.08,783.16,28.1,13.7,22.1
1551,0.0,0.0,0.0,,,,0.0,0.0,0.0
1552,0.0,0.0,0.0,,,,0.0,0.0,0.0
1553,36.8,33.0,32.8,800.4295652173913,650.9596363636363,745.6489024390244,36.8,33.0,32.8
1554,0.0,0.0,0.0,,,,0.0,0.0,0.0
1555,34.4,44.5,39.2,701.6620348837209,864.3222022471911,827.34,34.4,44.5,39.2
1556,5.2,3.6,4.2,460.34,460.34,460.34,5.2,3.6,4.2
1557,15.5,8.9,13.4,553.363870967742,575.54,575.54,15.5,8.9,13.4
1558,53.8,57.1,57.1,756.9089033457249,856.4900000000001,842.7988441330998,53.8,57.1,57.1
1559,0.0,0.0,0.0,,,,0.0,0.0,0.0
1560,33.4,48.6,41.1,802.2364670658683,432.92,788.2514355231143,33.4,48.6,41.1
1561,0.0,0.0,0.0,,,,0.0,0.0,0.0
1562,11.8,6.0,7.5,802.9600000000002,506.10999999999996,399.0,11.8,6.0,7.5
1563,0.0,0.0,0.0,,,,0.0,0.0,0.0
1564,0.0,0.0,0.0,,,,0.0,0.0,0.0
1565,0.0,0.0,0.0,,,,0.0,0.0,0.0
1566,23.4,9.9,15.3,685.9365811965813,813.1661616161617,773.6577777777777,23.4,9.9,15.3
1567,7.1,4.9,6.6,917.56,594.04,628.5100000000001,7.1,4.9,6.6
1568,0.0,0.0,0.0,,,,0.0,0.0,0.0
1569,0.0,0.0,0.0,,,,0.0,0.0,0.0
1570,0.0,0.0,0.0,,,,0.0,0.0,0.0
1571,25.1,26.1,25.5,98.54,98.54,92.74352941176471,25.1,26.1,25.5
1572,16.5,28.7,20.8,100.95218181818181,54.15522648083623,62.26663461538461,16.5,28.7,20.8
1573,0.0,0.0,0.0,,,,0.0,0.0,0.0
1574,0.0,0.0,0.0,,,,0.0,0.0,0.0
1575,19.5,19.6,19.6,31.349384615384608,121.99739795918369,77.88102040816328,19.5,19.6,19.6
1576,13.1,15.1,15.5,141.77679389312976,136.87602649006624,153.06,13.1,15.1,15.5
1577,1.7,1.9,1.7,112.31941176470588,135.12157894736842,112.31941176470588,1.7,1.9,1.7
1578,0.0,0.0,0.0,,,,0.0,0.0,0.0
1579,0.2,0.2,0.2,255.94,255.94,255.94,0.2,0.2,0.2
1580,0.0,0.0,0.0,,,,0.0,0.0,0.0
1581,0.0,0.0,0.0,,,,0.0,0.0,0.0
1582,0.0,0.0,0.0,,,,0.0,0.0,0.0
1583,21.1,45.2,27.7,86.8577251184834,118.3955309734513,107.76003610108302,21.1,45.2,27.7
1584,0.0,0.0,0.0,,,,0.0,0.0,0.0
1585,12.4,6.8,10.5,100.24451612903226,107.41529411764706,100.89466666666665,12.4,6.8,10.5
1586,0.0,0.0,0.0,,,,0.0,0.0,0.0
1587,12.9,5.6,8.5,168.37131782945735,186.24,186.24,12.899999999999999,5.6,8.5
1588,5.4,8.9,4.5,193.03999999999996,243.86,199.81155555555557,5.4,8.9,4.5
1589,0.0,0.0,0.0,,,,0.0,0.0,0.0
1590,5.9,5.9,5.9,141.70033898305087,141.70033898305087,141.70033898305087,5.9,5.9,5.9
1591,14.4,13.3,14.6,316.551875,315.7448120300752,343.48595890410957,14.4,13.3,14.6
1592,45.2,31.8,39.7,270.74,270.74,275.3345591939547,45.2,31.8,39.7
1593,0.0,0.0,0.0,,,,0.0,0.0,0.0
1594,0.0,0.0,0.0,,,,0.0,0.0,0.0
1595,0.0,0.0,0.0,,,,0.0,0.0,0.0
1596,58.2,23.5,37.6,242.46962199312716,219.52,219.52,58.2,23.5,37.6
1597,0.0,0.0,0.0,,,,0.0,0.0,0.0
1598,0.0,0.0,0.0,,,,0.0,0.0,0.0
1599,0.0,0.0,0.0,,,,0.0,0.0,0.0
1600,0.0,0.0,0.0,,,,0.0,0.0,0.0
1601,0.0,0.0,0.0,,,,0.0,0.0,0.0
1602,35.2,10.3,27.0,227.47,227.47,227.47,35.2,10.3,27.0
1603,0.0,0.0,0.0,,,,0.0,0.0,0.0
1604,0.0,0.0,0.0,,,,0.0,0.0,0.0
1605,0.0,0.0,0.0,,,,0.0,0.0,0.0
1606,0.0,0.0,0.0,,,,0.0,0.0,0.0
1607,16.9,19.9,17.3,120.79585798816568,152.18,112.588612716763,16.9,19.9,17.3
1608,0.0,0.0,0.0,,,,0.0,0.0,0.0
1609,0.0,0.0,0.0,,,,0.0,0.0,0.0
1610,0.0,0.0,0.0,,,,0.0,0.0,0.0
1611,0.0,0.0,0.0,,,,0.0,0.0,0.0
1612,0.0,0.0,0.0,,,,0.0,0.0,0.0
1613,15.7,16.1,15.7,74.95203821656052,79.7913043478261,122.05,15.7,16.1,15.7
1614,26.8,22.0,25.7,86.73,87.1013181818182,86.73000000000002,26.8,22.0,25.7
1615,0.0,0.0,0.0,,,,0.0,0.0,0.0
1616,0.0,0.0,0.0,,,,0.0,0.0,0.0
1617,0.0,0.0,0.0,,,,0.0,0.0,0.0
1618,0.0,0.0,0.0,,,,0.0,0.0,0.0
1619,0.0,0.0,0.0,,,,0.0,0.0,0.0
1620,0.0,0.0,0.0,,,,0.0,0.0,0.0
1621,0.0,0.0,0.0,,,,0.0,0.0,0.0
1622,27.8,31.8,28.9,62.98960431654675,59.05506289308176,61.79903114186851,27.8,31.8,28.9
1623,0.0,0.0,0.0,,,,0.0,0.0,0.0
1624,0.0,0.0,0.0,,,,0.0,0.0,0.0
1625,0.0,0.0,0.0,,,,0.0,0.0,0.0
1626,0.0,0.0,0.0,,,,0.0,0.0,0.0
1627,0.0,0.0,0.0,,,,0.0,0.0,0.0
1628,0.0,0.0,0.0,,,,0.0,0.0,0.0
1629,0.0,0.0,0.0,,,,0.0,0.0,0.0
1630,31.4,31.8,31.6,0.0,0.0,0.0,31.4,31.8,31.6
1631,0.0,0.0,0.0,,,,0.0,0.0,0.0
1632,0.0,0.0,0.0,,,,0.0,0.0,0.0
1633,0.0,0.0,0.0,,,,0.0,0.0,0.0
1634,0.0,0.0,0.0,,,,0.0,0.0,0.0
1635,92.3,135.3,133.3,67.20170097508125,86.15077605321508,93.69003750937735,92.29999999999998,135.3,133.3
1636,0.0,0.0,0.0,,,,0.0,0.0,0.0
1637,0.0,0.0,0.0,,,,0.0,0.0,0.0
1638,0.0,0.0,0.0,,,,0.0,0.0,0.0
1639,10.1,26.2,19.4,128.42,87.03,80.56871134020618,10.1,26.2,19.4
1640,9.6,68.6,29.8,121.33000000000001,121.33,79.94,9.6,68.6,29.8
1641,0.0,0.0,0.0,,,,0.0,0.0,0.0
1642,0.0,0.0,0.0,,,,0.0,0.0,0.0
1643,0.0,0.0,0.0,,,,0.0,0.0,0.0
1644,0.0,0.0,0.0,,,,0.0,0.0,0.0
1645,0.0,0.0,0.0,,,,0.0,0.0,0.0
1646,0.0,0.0,0.0,,,,0.0,0.0,0.0
1647,0.0,0.0,0.0,,,,0.0,0.0,0.0
1648,0.0,0.0,0.0,,,,0.0,0.0,0.0
1649,0.0,0.0,0.0,,,,0.0,0.0,0.0
1650,0.0,0.0,0.0,,,,0.0,0.0,0.0
1651,0.0,0.0,0.0,,,,0.0,0.0,0.0
1652,0.0,0.0,0.0,,,,0.0,0.0,0.0
1653,0.0,0.0,0.0,,,,0.0,0.0,0.0
1654,0.0,0.0,0.0,,,,0.0,0.0,0.0
1655,17.8,28.8,21.4,50.9,50.9,50.900000000000006,17.8,28.8,21.4
1656,0.0,0.0,0.0,,,,0.0,0.0,0.0
1657,0.0,0.0,0.0,,,,0.0,0.0,0.0
1658,26.2,6.7,14.7,0.0,0.0,0.0,26.2,6.7,14.7
1659,0.0,0.0,0.0,,,,0.0,0.0,0.0
1660,6.4,4.4,5.6,0.0,0.0,0.0,6.4,4.4,5.6
1661,0.0,0.0,0.0,,,,0.0,0.0,0.0
1662,35.2,94.4,62.4,24.08522727272727,62.303146186440685,38.212868589743586,35.2,94.4,62.4
1663,0.0,0.0,0.0,,,,0.0,0.0,0.0
1664,2.7,9.3,2.9,1.8222222222222237,93.23548387096776,2.5448275862068974,2.7,9.3,2.9
1665,0.0,0.0,0.0,,,,0.0,0.0,0.0
1666,0.0,0.0,0.0,,,,0.0,0.0,0.0
1667,0.0,0.0,0.0,,,,0.0,0.0,0.0
1668,0.0,0.0,0.0,,,,0.0,0.0,0.0
1669,0.0,0.0,0.0,,,,0.0,0.0,0.0
1670,0.0,0.0,0.0,,,,0.0,0.0,0.0
1671,0.0,0.0,0.0,,,,0.0,0.0,0.0
1672,2.4,8.7,4.0,0.0,0.0,0.0,2.4,8.7,4.0
1673,0.0,0.0,0.0,,,,0.0,0.0,0.0
1674,0.0,0.0,0.0,,,,0.0,0.0,0.0
1675,0.0,0.0,0.0,,,,0.0,0.0,0.0
1676,0.0,0.0,0.0,,,,0.0,0.0,0.0
1677,0.0,0.0,0.0,,,,0.0,0.0,0.0
1678,25.8,8.1,15.9,0.0,0.0,0.0,25.8,8.1,15.9
1679,0.0,0.0,0.0,,,,0.0,0.0,0.0
1680,0.0,0.0,0.0,,,,0.0,0.0,0.0
1681,0.0,0.0,0.0,,,,0.0,0.0,0.0
1682,1.6,2.8,3.1,0.0,0.0,0.0,1.6,2.8,3.1
1683,0.0,0.0,0.0,,,,0.0,0.0,0.0
1684,31.4,34.5,32.7,77.43786624203821,79.0833043478261,78.16587155963302,31.4,34.5,32.7
1685,0.0,0.0,0.0,,,,0.0,0.0,0.0
1686,0.0,0.0,0.0,,,,0.0,0.0,0.0
1687,0.0,0.0,0.0,,,,0.0,0.0,0.0
1688,0.0,0.0,0.0,,,,0.0,0.0,0.0
1689,0.0,0.0,0.0,,,,0.0,0.0,0.0
1690,20.8,4.9,11.4,0.0,0.0,0.0,20.8,4.9,11.4
1691,0.0,0.0,0.0,,,,0.0,0.0,0.0
1692,0.0,0.0,0.0,,,,0.0,0.0,0.0
1693,4.9,10.6,3.9,88.2,88.2,88.2,4.9,10.6,3.9
1694,23.5,21.1,20.3,165.27,165.27,165.27,23.5,21.1,20.3
1695,5.2,4.0,4.1,197.28999999999996,197.29,197.29,5.2,4.0,4.1
1696,0.0,0.0,0.0,,,,0.0,0.0,0.0
1697,0.0,0.0,0.0,,,,0.0,0.0,0.0
1698,0.0,0.0,0.0,,,,0.0,0.0,0.0
1699,0.0,0.0,0.0,,,,0.0,0.0,0.0
1700,0.0,0.0,0.0,,,,0.0,0.0,0.0
1701,6.8,3.9,5.6,140.3207352941176,120.17,130.65660714285713,6.8,3.9,5.6
1702,17.8,17.8,17.8,0.0,0.0,0.0,17.8,17.8,17.8
1703,0.0,0.0,0.0,,,,0.0,0.0,0.0
1704,6.6,2.1,4.1,0.0,0.0,0.0,6.6,2.1,4.1
1705,0.0,0.0,0.0,,,,0.0,0.0,0.0
1706,0.0,0.0,0.0,,,,0.0,0.0,0.0
1707,0.0,0.0,0.0,,,,0.0,0.0,0.0
1708,0.0,0.0,0.0,,,,0.0,0.0,0.0
1709,0.0,0.0,0.0,,,,0.0,0.0,0.0
1710,12.1,7.7,8.5,0.0,0.0,0.0,12.1,7.7,8.5
1711,0.0,0.0,0.0,,,,0.0,0.0,0.0
1712,0.0,0.0,0.0,,,,0.0,0.0,0.0
1713,7.4,24.0,8.5,0.0,67.45316666666669,10.109411764705882,7.4,24.0,8.5
1714,0.0,0.0,0.0,,,,0.0,0.0,0.0
1715,0.0,0.0,0.0,,,,0.0,0.0,0.0
1716,0.0,0.0,0.0,,,,0.0,0.0,0.0
1717,27.8,71.7,56.2,106.90161870503596,115.77887029288702,109.59930604982203,27.8,71.7,56.2
1718,0.0,0.0,0.0,,,,0.0,0.0,0.0
1719,0.0,0.0,0.0,,,,0.0,0.0,0.0
1720,57.2,33.3,50.4,119.94419580419581,116.82513513513514,119.35785714285716,57.2,33.3,50.4
1721,0.0,0.0,0.0,,,,0.0,0.0,0.0
1722,0.0,0.0,0.0,,,,0.0,0.0,0.0
1723,0.0,0.0,0.0,,,,0.0,0.0,0.0
1724,0.0,0.0,0.0,,,,0.0,0.0,0.0
1725,0.0,0.0,0.0,,,,0.0,0.0,0.0
1726,15.3,14.2,15.3,0.0,0.0,0.0,15.3,14.2,15.3
1727,0.0,0.0,0.0,,,,0.0,0.0,0.0
1728,0.0,0.0,0.0,,,,0.0,0.0,0.0
1729,0.0,0.0,0.0,,,,0.0,0.0,0.0
1730,0.0,0.0,0.0,,,,0.0,0.0,0.0
1731,0.0,0.0,0.0,,,,0.0,0.0,0.0
1732,0.0,0.0,0.0,,,,0.0,0.0,0.0
1733,18.4,18.5,17.0,139.46,139.46,139.46,18.4,18.5,17.0
1734,0.0,0.0,0.0,,,,0.0,0.0,0.0
1735,0.0,0.0,0.0,,,,0.0,0.0,0.0
1736,0.0,0.0,0.0,,,,0.0,0.0,0.0
1737,0.0,0.0,0.0,,,,0.0,0.0,0.0
1738,0.0,0.0,0.0,,,,0.0,0.0,0.0
1739,11.6,4.0,3.7,0.0,0.0,0.0,11.6,4.0,3.7
1740,37.9,24.5,30.4,0.0,0.0,0.0,37.9,24.5,30.4
1741,0.0,0.0,0.0,,,,0.0,0.0,0.0
1742,3.7,3.3,3.4,0.0,0.0,0.0,3.7,3.3,3.4
1743,2.8,1.0,6.5,0.0,0.0,0.0,2.8,1.0,6.5
1744,0.5,11.8,3.5,0.0,15.397627118644067,0.0,0.5,11.8,3.5
1745,12.5,20.3,16.8,180.15,180.15,180.15,12.5,20.3,16.8
1746,0.0,0.0,0.0,,,,0.0,0.0,0.0
1747,3.0,3.6,2.0,177.76,177.76000000000002,177.76,3.0,3.6,2.0
1748,0.0,0.0,0.0,,,,0.0,0.0,0.0
1749,0.0,0.0,0.0,,,,0.0,0.0,0.0
1750,0.0,0.0,0.0,,,,0.0,0.0,0.0
1751,0.0,0.0,0.0,,,,0.0,0.0,0.0
1752,18.9,12.6,17.8,113.82000000000001,113.82,113.82,18.9,12.6,17.8
1753,0.0,0.0,0.0,,,,0.0,0.0,0.0
1754,0.0,0.0,0.0,,,,0.0,0.0,0.0
1755,19.0,19.6,19.6,62.07878947368422,62.393214285714286,62.393214285714286,19.0,19.6,19.6
1756,0.0,0.0,0.0,,,,0.0,0.0,0.0
1757,0.0,0.0,0.0,,,,0.0,0.0,0.0
1758,0.0,0.0,0.0,,,,0.0,0.0,0.0
1759,1.6,4.2,2.0,0.0,0.0,0.0,1.6,4.2,2.0
1760,0.0,0.0,0.0,,,,0.0,0.0,0.0
1761,0.0,0.0,0.0,,,,0.0,0.0,0.0
1762,0.0,0.0,0.0,,,,0.0,0.0,0.0
1763,5.7,18.9,10.9,0.0,0.0,0.0,5.7,18.9,10.9
1764,8.7,17.9,19.3,0.0,0.0,0.0,8.7,17.9,19.3
1765,0.0,0.0,0.0,,,,0.0,0.0,0.0
1766,0.0,0.0,0.0,,,,0.0,0.0,0.0
1767,0.0,0.0,0.0,,,,0.0,0.0,0.0
1768,0.0,0.0,0.0,,,,0.0,0.0,0.0
1769,0.0,0.0,0.0,,,,0.0,0.0,0.0
1770,0.0,0.0,0.0,,,,0.0,0.0,0.0
1771,0.0,0.0,0.0,,,,0.0,0.0,0.0
1772,0.0,0.0,0.0,,,,0.0,0.0,0.0
1773,31.4,31.4,31.4,0.0,0.0,0.0,31.4,31.4,31.4
1774,0.0,0.0,0.0,,,,0.0,0.0,0.0
1775,0.0,0.0,0.0,,,,0.0,0.0,0.0
1776,0.0,0.0,0.0,,,,0.0,0.0,0.0
1777,0.0,0.0,0.0,,,,0.0,0.0,0.0
1778,19.6,4.9,16.4,0.0,0.0,0.0,19.6,4.9,16.4
1779,0.0,0.0,0.0,,,,0.0,0.0,0.0
1780,0.0,0.0,0.0,,,,0.0,0.0,0.0
1781,14.0,3.6,6.7,0.0,0.0,0.0,14.0,3.6,6.7
1782,9.0,5.2,7.2,0.0,0.0,0.0,9.0,5.2,7.2
1783,0.0,0.0,0.0,,,,0.0,0.0,0.0
1784,2.5,0.5,1.5,0.0,0.0,0.0,2.5,0.5,1.5
1785,4.9,0.9,2.4,0.0,0.0,0.0,4.9,0.9,2.4
1786,20.9,4.8,8.9,0.0,0.0,0.0,20.9,4.8,8.9
1787,0.0,0.0,0.0,,,,0.0,0.0,0.0
1788,0.0,0.0,0.0,,,,0.0,0.0,0.0
1789,0.0,0.0,0.0,,,,0.0,0.0,0.0
1790,19.1,21.4,19.9,0.0,0.0,0.0,19.1,21.4,19.9
1791,0.0,0.0,0.0,,,,0.0,0.0,0.0
1792,21.4,25.7,25.4,0.0,0.6545136186770422,0.3784251968503924,21.4,25.7,25.4
1793,0.0,0.0,0.0,,,,0.0,0.0,0.0
1794,4.2,1.8,3.2,0.0,0.0,0.0,4.2,1.8,3.2
1795,4.2,1.1,2.2,0.0,0.0,0.0,4.2,1.1,2.2
1796,0.0,0.0,0.0,,,,0.0,0.0,0.0
1797,0.0,0.0,0.0,,,,0.0,0.0,0.0
1798,0.0,0.0,0.0,,,,0.0,0.0,0.0
1799,0.0,0.0,0.0,,,,0.0,0.0,0.0
1800,0.0,0.0,0.0,,,,0.0,0.0,0.0
1801,0.0,0.0,0.0,,,,0.0,0.0,0.0
1802,0.0,0.0,0.0,,,,0.0,0.0,0.0
1803,0.0,0.0,0.0,,,,0.0,0.0,0.0
1804,0.0,0.0,0.0,,,,0.0,0.0,0.0
1805,0.0,0.0,0.0,,,,0.0,0.0,0.0
1806,3.9,0.2,2.0,296.54,296.54,296.54,3.9,0.2,2.0
1807,0.0,0.0,0.0,,,,0.0,0.0,0.0
1808,12.5,0.6,7.3,352.13,260.77,345.9431506849315,12.5,0.6,7.3
1809,10.3,0.5,6.1,307.75,247.74,307.75,10.3,0.5,6.1
1810,0.0,0.0,0.0,,,,0.0,0.0,0.0
1811,0.0,0.0,0.0,,,,0.0,0.0,0.0
1812,15.6,6.5,11.4,258.0,258.0,258.0,15.6,6.5,11.4
1813,0.0,0.0,0.0,,,,0.0,0.0,0.0
1814,0.0,0.0,0.0,,,,0.0,0.0,0.0
1815,0.0,0.0,0.0,,,,0.0,0.0,0.0
1816,0.0,0.0,0.0,,,,0.0,0.0,0.0
1817,10.9,33.7,25.7,48.59229357798166,165.02635014836795,147.6991439688716,10.9,33.7,25.7
1818,0.0,0.0,0.0,,,,0.0,0.0,0.0
1819,0.0,0.0,0.0,,,,0.0,0.0,0.0
1820,0.0,0.0,0.0,,,,0.0,0.0,0.0
1821,0.0,0.0,0.0,,,,0.0,0.0,0.0
1822,0.0,0.0,0.0,,,,0.0,0.0,0.0
1823,0.0,0.0,0.0,,,,0.0,0.0,0.0
1824,0.0,0.0,0.0,,,,0.0,0.0,0.0
1825,0.0,0.0,0.0,,,,0.0,0.0,0.0
1826,0.0,0.0,0.0,,,,0.0,0.0,0.0
1827,0.0,0.0,0.0,,,,0.0,0.0,0.0
1828,0.0,0.0,0.0,,,,0.0,0.0,0.0
1829,0.0,0.0,0.0,,,,0.0,0.0,0.0
1830,0.0,0.0,0.0,,,,0.0,0.0,0.0
1831,0.0,0.0,0.0,,,,0.0,0.0,0.0
